class,nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
0,0.26605013,0.620549917,-0.89236033,0.265322059,0.611072719,-0.891258895,0.26801616,0.608289242,-0.891204,0.27057609,0.605474532,-0.891373098,0.254499286,0.616825938,-0.892362714,0.249817714,0.617937028,-0.892614603,0.244810119,0.618920445,-0.892697334,0.261776924,0.60072273,-0.72080338,0.227360025,0.618335843,-0.733507812,0.269889235,0.619752109,-0.813688219,0.261444628,0.625566065,-0.817896247,0.306363791,0.58696872,-0.57698226,0.189645112,0.658053756,-0.556972086,0.399891168,0.652919471,-0.670711339,0.117181711,0.707804441,-0.751080096,0.334026396,0.731170595,-0.89425379,0.065537274,0.753256381,-1.157377362,0.316044539,0.743656516,-0.965497732,0.040574223,0.766199112,-1.26052022,0.299240708,0.742541552,-0.980141282,0.044489712,0.766376376,-1.282744408,0.3034302,0.739043117,-0.903369367,0.055273831,0.763188899,-1.18181932,0.483689755,0.646258533,0.01459378,0.459825218,0.701542139,-0.01487565,0.667478025,0.682596803,-0.052081745,0.616029084,0.725502968,-0.495023251,0.820512116,0.69757551,0.293909431,0.656181872,0.687695682,0.268441081,0.830622077,0.700094104,0.324774921,0.640163898,0.680824518,0.348412901,0.903208673,0.717637002,0.171254039,0.729926109,0.688460648,0.313791096
0,0.238643184,0.625849128,-0.875855565,0.235855401,0.616212308,-0.876036823,0.238465711,0.613136709,-0.875952482,0.241160557,0.609912455,-0.876083791,0.224945426,0.622566998,-0.875733674,0.220205009,0.62380904,-0.876023769,0.215366423,0.624936879,-0.876147687,0.234500945,0.603507221,-0.703959823,0.198675007,0.624040008,-0.711004496,0.243768603,0.62442255,-0.795022011,0.232686177,0.631447852,-0.798113525,0.288574278,0.591033936,-0.569631457,0.166149676,0.669017076,-0.498179555,0.385773003,0.654569268,-0.654926538,0.115452848,0.713187337,-0.770275533,0.305333853,0.728398144,-0.860699356,0.069118708,0.751059413,-1.275264382,0.283535361,0.742938757,-0.925818861,0.045441568,0.760791421,-1.381572485,0.262359738,0.741070807,-0.930941999,0.050603185,0.759790361,-1.393467546,0.265119821,0.738409519,-0.864001036,0.060451925,0.756509066,-1.297138333,0.471386731,0.646769106,-0.022478919,0.445344746,0.702733636,0.022031114,0.652272522,0.687312186,-0.099858165,0.605527937,0.73440963,-0.261657268,0.825131714,0.696473837,0.209035978,0.683387756,0.690354347,0.46287787,0.846856952,0.694976866,0.234532341,0.655820251,0.681375682,0.537639976,0.902352929,0.719623148,0.058292661,0.744346619,0.686759353,0.494903564
0,0.212891445,0.631332934,-0.757982492,0.207749203,0.621861339,-0.755772412,0.210492119,0.618979514,-0.755687356,0.213083804,0.615867019,-0.755803585,0.195815623,0.627870142,-0.751828492,0.190343261,0.629190147,-0.752084851,0.184437439,0.630492449,-0.752233267,0.205228806,0.608354151,-0.582022965,0.167110533,0.630990982,-0.571342707,0.221885532,0.631108344,-0.678082585,0.211540729,0.637350261,-0.676017284,0.269088447,0.597057164,-0.467174143,0.147042781,0.665939331,-0.385656029,0.355200589,0.655289829,-0.597665608,0.10698542,0.713063478,-0.698198199,0.27918601,0.726272881,-0.804574013,0.070247263,0.749457836,-1.237488627,0.253967464,0.737399518,-0.869087279,0.049013104,0.757136643,-1.34256649,0.237986028,0.736417055,-0.861608386,0.057891607,0.755471885,-1.359084725,0.241534948,0.734473765,-0.803527892,0.069125533,0.753077328,-1.262197733,0.465136588,0.647767484,-0.037379339,0.439557046,0.701283753,0.036966678,0.643401325,0.687503934,-0.149476424,0.60109061,0.738645196,-0.091087975,0.821458936,0.694397151,0.047573265,0.673978925,0.68886131,0.613663137,0.844080329,0.690460265,0.061235406,0.667356491,0.676306129,0.685648263,0.898455322,0.723110557,-0.130667493,0.743912399,0.690778553,0.652526677
0,0.196684703,0.633860409,-0.754819214,0.190121293,0.624798179,-0.75547725,0.192782253,0.622034252,-0.755382717,0.195228308,0.619034946,-0.75548166,0.178628102,0.630058765,-0.748841345,0.173410058,0.631183565,-0.749091744,0.167987406,0.63226527,-0.749258101,0.189588159,0.611059904,-0.591662288,0.153261542,0.632429957,-0.56918788,0.208098412,0.633110464,-0.678085804,0.195647895,0.639004469,-0.672812462,0.260964394,0.598788738,-0.472336143,0.130991429,0.669646621,-0.389787465,0.340532601,0.662237704,-0.588946819,0.105913132,0.720082998,-0.705560684,0.253948867,0.726893187,-0.758285463,0.072361648,0.751516759,-1.234179497,0.231165975,0.739186227,-0.814229488,0.051571254,0.761013389,-1.336084485,0.212795556,0.736317277,-0.805040896,0.060394879,0.757297754,-1.346651316,0.215879291,0.733906567,-0.756149828,0.071769297,0.753725529,-1.256050587,0.451833129,0.65299499,-0.035006717,0.426525593,0.704708219,0.03450729,0.636644423,0.689023137,-0.145696223,0.595202029,0.740515351,-0.073023975,0.818450272,0.694340825,0.04205453,0.655748963,0.690064192,0.616498232,0.844244123,0.688872099,0.054895498,0.647029519,0.677960455,0.687397599,0.894505501,0.722581387,-0.137965739,0.725648224,0.691167712,0.652698994
0,0.191469833,0.630625784,-0.744534612,0.184771597,0.620274842,-0.739320099,0.188022152,0.617015719,-0.739219725,0.190878451,0.613500714,-0.739302635,0.171966523,0.627247036,-0.735287786,0.166318059,0.629008651,-0.735538125,0.160532594,0.630598545,-0.735711098,0.183956593,0.605388761,-0.557793915,0.144290864,0.631400049,-0.547210395,0.203407601,0.629425526,-0.662158966,0.190327808,0.636893272,-0.660251737,0.266402066,0.599450946,-0.439083278,0.128234744,0.668496311,-0.373623163,0.331578165,0.667319357,-0.583963096,0.10369584,0.722318113,-0.696375489,0.234980732,0.725046813,-0.778734863,0.06833607,0.749366164,-1.211901546,0.208673462,0.736628354,-0.8360461,0.052081645,0.759071708,-1.313399792,0.192398578,0.733313203,-0.821155787,0.058825105,0.755927086,-1.321852088,0.196531758,0.731005609,-0.775660634,0.067462564,0.752390146,-1.232643127,0.447471887,0.650369167,-0.030198727,0.420806855,0.702834666,0.029661711,0.629335523,0.683582485,-0.15986149,0.587240577,0.737900019,-0.159653783,0.813952863,0.689971983,-0.003937006,0.654997528,0.690653145,0.506745338,0.835488319,0.685234904,0.005962634,0.64514786,0.678211689,0.575572729,0.896564424,0.71811831,-0.184320614,0.720079184,0.68996805,0.539391994
0,0.182283357,0.629055381,-0.777809799,0.176119193,0.617929757,-0.769419849,0.180052817,0.614338577,-0.76934588,0.18363741,0.610846877,-0.769444525,0.162578821,0.626380682,-0.765986443,0.156845212,0.628533304,-0.766250074,0.15078795,0.630334795,-0.766406059,0.182923853,0.602938652,-0.559148192,0.132929206,0.630023658,-0.552665949,0.19577989,0.627409935,-0.683923483,0.182706043,0.636141717,-0.683417261,0.269162953,0.599145949,-0.410281867,0.126759797,0.666767418,-0.338199317,0.327607155,0.674133301,-0.565871775,0.108573705,0.723487377,-0.593145907,0.216420263,0.720319152,-0.814892471,0.068636328,0.748302937,-1.083428741,0.186433896,0.73056066,-0.878197253,0.047904074,0.758017182,-1.175505996,0.174525887,0.727073014,-0.860301316,0.053477466,0.754164577,-1.188351512,0.177447528,0.724813581,-0.811201632,0.064765722,0.750770926,-1.103402615,0.43944338,0.648756504,-0.018779259,0.412320763,0.698588669,0.018314691,0.626439929,0.675483465,-0.112454183,0.583884597,0.734502196,-0.234711885,0.800907671,0.690013885,0.120687582,0.659895539,0.70036298,0.450965047,0.815974414,0.688299716,0.138752684,0.664866805,0.685745537,0.521178365,0.891787291,0.715515912,-0.048554536,0.733557582,0.697181821,0.462583542
0,0.175876468,0.628584445,-0.704377174,0.168220282,0.617358029,-0.6949929,0.17200309,0.613862693,-0.694968581,0.175492585,0.610174894,-0.695059001,0.154350728,0.625002146,-0.68754667,0.148882985,0.626831949,-0.687819123,0.143173248,0.628493071,-0.687928319,0.173535615,0.601418734,-0.492790699,0.128626108,0.629075229,-0.467866272,0.191464737,0.627227008,-0.61523509,0.177472591,0.635707676,-0.609106958,0.265359044,0.598358095,-0.371466905,0.12525031,0.665630341,-0.277793676,0.327107787,0.673138857,-0.545450807,0.106592029,0.721339464,-0.538759172,0.207359076,0.71716851,-0.770420432,0.066815197,0.748514771,-1.033404589,0.177899048,0.727190912,-0.828733087,0.046853904,0.757825434,-1.12592721,0.165587246,0.724166989,-0.811561823,0.051379647,0.754717946,-1.134169459,0.171323985,0.721081197,-0.766182125,0.060786337,0.751448035,-1.052550673,0.449911088,0.647929132,-0.004463612,0.41989243,0.699427843,0.00390278,0.632175624,0.671004951,-0.058836695,0.584863067,0.731063664,-0.426026225,0.787242055,0.699003875,0.291726321,0.667523265,0.703278601,0.27772209,0.800525904,0.697389662,0.321894318,0.65224731,0.695781469,0.350956798,0.882236838,0.71249634,0.158309668,0.743216097,0.699147522,0.285097927
0,0.171869695,0.628780603,-0.721682847,0.164242744,0.616957307,-0.712839842,0.168285608,0.613249183,-0.712788701,0.171739489,0.609702647,-0.712881923,0.151119202,0.625508845,-0.706309021,0.145550996,0.627635956,-0.706554353,0.139537811,0.629430175,-0.706650138,0.171886802,0.600922704,-0.514279723,0.127925336,0.629300654,-0.494016975,0.189666733,0.627417982,-0.634708881,0.173363626,0.636634231,-0.629863679,0.26332891,0.598887503,-0.402540177,0.126459181,0.668008924,-0.309322983,0.328468144,0.671602309,-0.572112143,0.107251137,0.72249788,-0.592171252,0.20934169,0.7134161,-0.772497535,0.062928408,0.747285187,-1.092250705,0.179671124,0.723684371,-0.828033268,0.045218885,0.757684767,-1.18502748,0.165494293,0.721405506,-0.813137591,0.050654296,0.753609002,-1.192212939,0.172169536,0.718138635,-0.768676817,0.059770074,0.749975026,-1.111682773,0.448529184,0.647677958,-0.000559399,0.417183101,0.698601663,2.20E-05,0.61928457,0.663703799,-0.07719934,0.569574833,0.735649586,-0.513982117,0.775935352,0.696800053,0.304780126,0.658832848,0.706145465,0.161634058,0.782734871,0.699615657,0.336971492,0.64963901,0.697947025,0.230511755,0.860567629,0.713588297,0.170378,0.73641479,0.70805043,0.157696307
0,0.171295613,0.629228175,-0.720381737,0.164360017,0.617390156,-0.709370255,0.168806881,0.613925517,-0.709321141,0.172788918,0.610381365,-0.709421694,0.150507241,0.625915349,-0.702748775,0.144643486,0.628038168,-0.702964485,0.138504028,0.629755855,-0.703080416,0.173883379,0.602242708,-0.509066284,0.127687126,0.629459679,-0.489033759,0.190580219,0.628092349,-0.633735955,0.173263252,0.637348652,-0.628952205,0.265102059,0.600708842,-0.41355142,0.126979291,0.667661726,-0.314398706,0.330271304,0.670351207,-0.620576501,0.102733165,0.720571756,-0.624802828,0.211780161,0.713169754,-0.842975199,0.063088238,0.747676969,-1.133701682,0.185508877,0.7227844,-0.903926253,0.044576943,0.757503748,-1.231244922,0.170708328,0.720796347,-0.886252999,0.051408947,0.753340125,-1.23391223,0.176476985,0.71766299,-0.838829279,0.0612517,0.749775469,-1.152202964,0.450998038,0.648701012,-0.005015117,0.419596493,0.698875129,0.004523224,0.627217889,0.661601901,-0.087605193,0.560785651,0.743998706,-0.518709123,0.77013576,0.700939834,0.360554338,0.655479491,0.708618879,0.175880179,0.775625944,0.703504443,0.399136662,0.64676249,0.698858559,0.245388836,0.854510009,0.718836963,0.228606075,0.725715697,0.706587434,0.155104086
0,0.171207666,0.631781161,-0.757355571,0.165576756,0.620218635,-0.74628365,0.169491202,0.616687477,-0.746207833,0.172948003,0.61316973,-0.746299207,0.151197881,0.628130734,-0.739471495,0.14571318,0.629992127,-0.739704669,0.140246272,0.631642699,-0.739774823,0.174671859,0.60476321,-0.54484117,0.13064906,0.630326152,-0.522880137,0.189759493,0.630691051,-0.670201123,0.172679454,0.639356613,-0.664877713,0.266447484,0.601311326,-0.448183894,0.126307726,0.669903398,-0.342220366,0.333614498,0.671302378,-0.668043137,0.103854179,0.722307026,-0.659052849,0.216048554,0.714699626,-0.906116486,0.064930022,0.745827079,-1.175827622,0.189958483,0.72443378,-0.974407971,0.046730936,0.756684601,-1.27715981,0.174490541,0.72211808,-0.95657444,0.053071439,0.752733707,-1.279904842,0.180213511,0.718775213,-0.902880669,0.063477427,0.748612404,-1.194775939,0.448881686,0.64890939,-0.016533267,0.417693168,0.69958812,0.016019745,0.626022816,0.664494514,-0.144411922,0.559293687,0.747845471,-0.419842571,0.767089009,0.703417122,0.250919461,0.663387001,0.709662497,0.254667342,0.772062957,0.704658091,0.282684684,0.656315088,0.699867189,0.32112658,0.848206103,0.723500907,0.091530621,0.736448646,0.70687747,0.220604181
0,0.174110919,0.633921385,-0.741451502,0.167673975,0.622681379,-0.732439876,0.171557218,0.619140327,-0.732380271,0.175152242,0.615430951,-0.732479036,0.153727114,0.630479097,-0.723460078,0.148277611,0.632247984,-0.723693609,0.142851681,0.633801222,-0.723822474,0.176892847,0.606528163,-0.539993644,0.133162975,0.631998897,-0.507867157,0.193437994,0.632516265,-0.657180846,0.176175654,0.641097665,-0.649022043,0.271896422,0.602202833,-0.45173642,0.12853843,0.669703305,-0.315883815,0.340233266,0.674607754,-0.646330357,0.105040781,0.719996154,-0.619016469,0.219518423,0.720241129,-0.839138389,0.064362764,0.744908094,-1.129464746,0.193591908,0.728949368,-0.899652123,0.046413988,0.755852461,-1.226552606,0.177076668,0.725583315,-0.882232308,0.052591357,0.752787709,-1.228232384,0.182552487,0.72257638,-0.834826648,0.063123584,0.748765707,-1.147771001,0.456152946,0.650894821,-0.024798552,0.422071069,0.700994492,0.024266301,0.635380924,0.671767294,-0.140154928,0.5539276,0.752542257,-0.446171343,0.770636678,0.705284715,0.271707624,0.659282744,0.711004317,0.186549947,0.778338194,0.705070674,0.305377305,0.652067423,0.700012445,0.249207631,0.844708741,0.727109075,0.114065468,0.72889173,0.708141387,0.143233642
